sku_number;name;meta_description;product_styles1;product_styles2;product_styles3;weave;product_metarials1;product_metarials2;product_colors1;product_colors2;product_colors3;product_colors4;pattern;region;width_by_feet-f;width_by_feet-i;width_by_inches;length_by_feet-f;length_by_feet-i;length_by_inches;height;age;period_made;is_used;has_imperfection;condition_details;price;discount;retail_price;is_local_pickup;local_delivery_miles;pickup_charge;is_own_shipping;is_free_shipping;status
Am10042;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Brown;Gold ;Tan;Ivory;Floral;Pakistan;9;10;118;14;0;168;0,25;One of One Traditional;2010s;;;Excellent condition. ;5292;0,1;10584;x;60;200,00;x;x;0
Am10043;Vintage Contemporary Rug;A beautiful blend of Antique & Modern Hand knotted in Iran vintage Persian Bakhtiari.;Shabby Chic;Boho Chic;Contemporary;Hand Knotted;Wool;;Gray;Pink;Orange;Ivory;Floral;Persia ;10;5;125;14;7;175;0,2;Vintage;1940;x;x;Excellent condition. Minor wear consistent with age.;5600;0,1;11200;x;60;200,00;x;x;0
Am10046;Modern Kilim Flatweave Rug;A beautiful Modern kilim handwoven by Master Artisans using fine handspun wool. Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkey. This Turkish style modern kilim rug is handwoven. ;Mid-Century Modern;Modern;Minimalism;Hand Knotted;Wool;;Brown;Tan;Gray;;Strie;Pakistan;13;1;157;13;1;157;0,15;One of One Modern;2010s;;;Excellent condition. ;4225;0,1;8450;x;60;200,00;x;x;0
Am10047;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Gold;Burnt Ornage;Ivory;Tan;Floral;Pakistan;9;9;117;14;1;169;0,2;One of One Traditional;2010s;;;Excellent condition. ;5292;0,1;10584;x;60;200,00;x;x;0
Am10048;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Purple;Gold;Tan;Brown;Floral;Pakistan;9;11;119;13;10;166;0,2;One of One Traditional;2010s;;;Excellent condition. ;4914;0,1;9828;x;60;200,00;x;x;0
Am10049;Vintage Modern Kilim;A beautiful vintage kilim is handwoven by Master Artisans using handspun goat hair in Turkey. Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkestan. This Mazandaran style minimalist kilim offers simple designs in natural colors.;Mid-Century Modern;Industrial ;Contemporary;Hand Knotted;Wool;;Red;Orange ;Green;Blue;Geometric;Anatolia;9;11;119;13;11;167;0,18;Vintage;1950;x;x;Excellent condition. Minor wear consistent with age.;5850;0,1;11700;x;60;200,00;x;x;0
Am10050;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Blue;Tan;Beige;Ivory;Floral;Pakistan;9;9;117;13;8;164;0,18;One of One Traditional;2010s;;;Excellent condition. ;7605;0,1;15210;x;60;200,00;x;x;0
Am10051;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in a modern color palette handknotted by Master Artisans of Iran / Persia makes this rug a master piece & takes us back to late 19th century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;gray;Tan;Red;Taupe;Floral;Persia ;9;10;118;13;10;166;0,2;One of One Traditional;2010s;;;Excellent condition. ;11700;0,1;23400;x;60;200,00;x;x;0
Am10053;Fine Haj Jalili Tabriz Wool ;A beautiful Persian Haj Jalili Tabriz design using handspun high altitude wool dyed in subtle colors & finely handknotted by Master Artisans of Pakistan makes this rug a master piece & takes us back to late 19th century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Green;Tan;Red;Ivory;Floral;Pakistan;10;0;120;14;0;168;0,37;One of One Traditional;2010s;;;Excellent condition. ;9240;0,1;18480;x;60;200,00;x;x;0
Am10054;Fine Haj Jalili Tabriz Wool ;A beautiful Persian Haj Jalili Tabriz design using handspun high altitude wool dyed in subtle colors & finely handknotted by Master Artisans of Pakistan makes this rug a master piece & takes us back to late 19th century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Green;Tan;Red;Ivory;Floral;Pakistan;10;0;120;14;1;169;0,37;One of One Traditional;2010s;;;Excellent condition. ;9240;0,1;18480;x;60;200,00;x;x;0
Am10055;Fine Khoton Oushak Rug;A beautiful Khotan design using handspun high altitude wool dyed in subtle colors & hand knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Tan;Taupe;Blue;gray;Floral;Pakistan;10;4;124;14;4;172;0,2;One of One Traditional;2010s;;;Excellent condition. ;12600;0,1;25200;x;60;200,00;x;x;0
Am10056;Contemporary Tibetan Rug;A beautiful Modern design Hand Knotted by using mostly hand spun Himalayan wool with accents of viscose to give the pile softer touch done by Master Artisans in Nepal. Hand Knotted in Nepal;Modern;Contemporary;Mid-Century Modern;Hand Knotted;Wool;Viscose;gray;Silver;Ivory;White;Greek key;Nepal;10;2;122;13;1;157;0,37;One of One Modern;2010s;;;Excellent condition. ;7410;0,1;14820;x;60;200,00;x;x;0
Am10057;Modern Morocaan style Textured Rug ;A beautiful Modern design Hand Knotted by using hand spun finest wool  to give the pile softer touch done by Master Artisans in Afghanistan. Hand Knotted in Afghanistan;Modern;Moroccan;Mid-Century Modern;Hand Knotted;Wool;;Brown;gray;Tan;Taupe;Strie;Pakistan;9;1;109;13;6;162;0,2;One of One Modern;2010s;;;Excellent condition. ;4680;0,1;9360;x;60;200,00;x;x;0
Am10058;Fine Tabriz Oushak Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Tan;Blue;Ivory;Taupe;Floral;Pakistan;9;10;118;13;6;162;0,16;One of One Modern;2010s;;;Excellent condition. ;16380;0,1;32760;x;60;200,00;x;x;0
Am10059;Fine Tabriz Oushak Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Tan;Taupe;Ivory;Green;Floral;Pakistan;10;0;120;14;0;168;0,16;One of One Traditional;2010s;;;Excellent condition. ;19600;0,1;39200;x;60;200,00;x;x;0
Am10060;Contemporary Tibetan Rug;A beautiful Modern design Hand Knotted by using hand spun wool with a blend of viscose to give the pile softer touch done by Master Artisans in India using the ancient knotting technique of Nepal.;Modern;Contemporary;Mid-Century Modern;Hand Knotted ;Wool;;White;gray;Ivory;Charcoal ;Strie;India;9;11;119;13;9;165;0,37;One of One Modern;2010s;;;Excellent condition. ;5850;0,1;11700;x;60;200,00;x;x;0
Am10061;Contemporary Tibetan Rug;A beautiful Modern design Hand Knotted by using hand spun wool with a blend of viscose to give the pile softer touch done by Master Artisans in India using the ancient knotting technique of Nepal.;Modern;Contemporary;Mid-Century Modern;Hand Knotted ;Wool;Viscose;Tan;Taupe;Brown;;Strie;India;9;11;119;13;9;165;0,37;One of One Modern;2010s;;;Excellent condition. ;7020;0,1;14040;x;60;200,00;x;x;0
Am10063;Contemporary Tibetan Rug;A beautiful Modern design Hand Knotted by using hand spun wool with a blend of linen to give the pile softer touch and texture done by Master Artisans in India using the ancient knotting technique of Nepal.;Modern;Contemporary;Mid-Century Modern;Hand Knotted;Wool;Linen;Tan;Taupe;Brown;Ivory;Solid;Nepal;9;11;119;14;0;168;0,25;One of One Modern;2010s;;;Excellent condition. ;11970;0,1;23940;x;60;200,00;x;x;0
Am10064;Fine Tabriz Oushak Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Green;Ivory;Taupe;Celadon;Floral;Pakistan;10;2;122;14;2;170;0,16;One of One Traditional;2010s;;;Excellent condition. ;18200;0,1;36400;x;60;200,00;x;x;0
Am10065;Fine Tabriz Oushak Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Blue;Tan;Taupe;White;Floral;Pakistan;10;1;121;13;10;166;0,16;One of One Traditional;2010s;;;Excellent condition. ;16900;0,1;33800;x;60;200,00;x;x;0
Am10066;Fine Tabriz Oushak Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Blue;Tan;Taupe;White;Floral;Pakistan;9;11;119;14;8;176;0,16;One of One Traditional;2010s;;;Excellent condition. ;18900;0,1;37800;x;60;200,00;x;x;0
Am10067;Fine Tabriz Oushak Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Tan;Brown;Blue;Taupe;Floral;Pakistan;9;7;115;13;7;163;0,25;One of One Traditional;2010s;;;Excellent condition. ;9360;0,1;18720;x;60;200,00;x;x;0
Am10068;Fine Tabriz Oushak Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;gray;Blue;Tan;Taupe;Floral;Pakistan;9;11;119;13;9;165;0,16;One of One Traditional;2010s;;;Excellent condition. ;15210;0,1;30420;x;60;200,00;x;x;0
Am10069;Fine Tabriz Oushak Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Blue;Tan;Taupe;Turquoise;Floral;Pakistan;9;11;119;13;10;166;0,25;One of One Traditional;2010s;;;Excellent condition. ;15210;0,1;30420;x;60;200,00;x;x;0
Am10070;Fine Tabriz Oushak Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Tan;Blue;Taupe;Brown;Floral;Pakistan;9;11;119;14;0;168;0,16;One of One Traditional;2010s;;;Excellent condition. ;18900;0,1;37800;x;60;200,00;x;x;0
Am10071;Fine Tabriz Oushak Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Tan;Green;gray;White;Floral;Pakistan;9;7;115;13;6;162;0,18;One of One Traditional;2010s;;;Excellent condition. ;17550;0,1;35100;x;60;200,00;x;x;0
Am10072;Fine Tabriz Oushak Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Blue;Tan;Taupe;Navy Blue;Floral;Pakistan;10;1;121;13;10;166;0,18;One of One Traditional;2010s;;;Excellent condition. ;19500;0,1;39000;x;60;200,00;x;x;0
Am10073;Contemporary Tibetan Rug;A beautiful Modern design Hand Knotted by using mostly hand spun Bamboo to give the pile softer touch done by Master Artisans.;Modern;Contemporary;Shabby Chic;Hand Knotted;Bamboo;;gray;Green;Taupe;Turquoise;Strie;India;10;1;121;14;2;170;0,35;One of One Modern;2010s;;;Excellent condition. ;10080;0,1;20160;x;60;200,00;x;x;0
Am10074;Contemporary Tibetan Rug;A beautiful Modern design Hand Knotted by using mostly hand spun Himalayan wool with accents of silk to give the pile softer touch done by Master Artisans in Nepal. Hand Knotted in Nepal;Modern;Contemporary;Mid-Century Modern;Hand Knotted;Wool;Silk;Tan;Taupe;Silver;Ivory;Geometric;India;10;0;120;14;1;169;0,35;One of One Modern;2010s;;;Excellent condition. ;12600;0,1;25200;x;60;200,00;x;x;0
Am10077;Fine Oushak Wool Rug;A beautiful modern oushak design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Tan;Taupe;gray;Gold;Geometric;Pakistan;9;1;109;14;3;171;0,18;One of One Modern;2010s;;;Excellent condition. ;9072;0,1;18144;x;60;200,00;x;x;0
Am10078;Contemporary Solid Tibetan Rug;A beautiful Modern design Hand Knotted by using mostly hand spun Bamboo to give the pile softer touch done by Master Artisans.;Modern;Contemporary;Mid-Century Modern;Hand Knotted;Bamboo;;gray;Silver;Oyster Gray;Light Gray;Solid;India;10;0;120;13;11;167;0,3;One of One Modern;2010s;;;Excellent condition. ;9360;0,1;18720;x;60;200,00;x;x;0
Am10079;Fine Tabriz Oushak Rug;A beautiful Persian Sultanabad design using handspun high altitude wool and silk dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;Silk;Tan;Blue;Taupe;White;Floral;Pakistan;9;9;117;13;8;164;0,16;One of One Traditional;2010s;;;Excellent condition. ;17550;0,1;35100;x;60;200,00;x;x;0
Am10080;Mid Century Modern Turkish Kilim;A beautiful Modern kilim handwoven by Master Artisans using fine handspun wool. Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkey. This Turkish style modern kilim rug is handwoven. ;Mid-Century Modern;Industrial ;Contemporary;Hand Knotted;Wool;;Gray;White;Slate Gray;Tan;Strie;Anatolia;10;4;124;14;0;168;0,13;One of One Modern;2010s;;;Excellent condition. ;4200;0,1;8400;x;60;200,00;x;x;0
Am10081;Mid Century Modern Turkish Kilim;A beautiful Modern kilim handwoven by Master Artisans using fine handspun wool. Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkey. This Turkish style modern kilim rug is handwoven. ;Mid-Century Modern;Industrial ;Contemporary;Hand Knotted;Wool;;Gray;White;Slate Gray;Tan;Strie;Anatolia;10;6;126;12;10;154;0,13;One of One Modern;2010s;;;Excellent condition. ;3600;0,1;7200;x;60;200,00;x;x;0
Am10082;Mid Century Modern Turkish Kilim;A beautiful Modern kilim handwoven by Master Artisans using fine handspun wool. Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkey. This Turkish style modern kilim rug is handwoven. ;Mid-Century Modern;Industrial ;Contemporary;Hand Knotted;Wool;;Gray;White;Slate Gray;Tan;Strie;Anatolia;10;5;125;12;11;155;0,13;One of One Modern;2010s;;;Excellent condition. ;3600;0,1;7200;x;60;200,00;x;x;0
Am10083;Mid Century Modern Turkish Kilim;A beautiful Modern kilim handwoven by Master Artisans using fine handspun wool. Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkey. This Turkish style modern kilim rug is handwoven. ;Mid-Century Modern;Industrial ;Contemporary;Hand Knotted;Wool;;Gray;White;Slate Gray;Tan;Strie;Anatolia;10;2;122;13;4;160;0,13;One of One Modern;2010s;;;Excellent condition. ;3900;0,1;7800;x;60;200,00;x;x;0
